0,room_type,neighborhood,overall_satisfaction,accommodates,bedrooms,price,latitude,longitude
poco visitado,Entire home/apt,Eixample,5.0,3,2.0,181.0,41.39711,2.162135
poco visitado,Entire home/apt,Eixample,4.5,6,2.0,180.0,41.400157,2.166201
poco visitado,Entire home/apt,Eixample,5.0,6,2.0,174.0,41.39684000000001,2.170762
poco visitado,Entire home/apt,Gràcia,5.0,4,2.0,150.0,41.40171,2.16025
muy visitado,Entire home/apt,Eixample,4.5,8,3.0,152.0,41.404886,2.172513
moderado,Entire home/apt,Gràcia,5.0,6,3.0,180.0,41.405838,2.161292
poco visitado,Entire home/apt,Eixample,4.5,6,2.0,174.0,41.396557,2.169885
poco visitado,Entire home/apt,Eixample,4.5,6,2.0,180.0,41.399258,2.164032
poco visitado,Entire home/apt,Eixample,5.0,2,1.0,177.0,41.396872,2.162146
moderado,Entire home/apt,Gràcia,4.5,6,4.0,160.0,41.407437,2.164177
poco visitado,Entire home/apt,Gràcia,4.5,6,2.0,173.0,41.40607,2.160986
poco visitado,Entire home/apt,Eixample,5.0,2,2.0,157.0,41.395819,2.174557
poco visitado,Entire home/apt,Eixample,4.5,6,2.0,163.0,41.395786,2.185549
poco visitado,Entire home/apt,Eixample,4.5,4,1.0,150.0,41.398567,2.177091
poco visitado,Entire home/apt,Eixample,4.5,5,2.0,151.0,41.404347,2.1736310000000003
poco visitado,Entire home/apt,Eixample,5.0,5,2.0,168.0,41.398234,2.175414
poco visitado,Entire home/apt,Eixample,4.5,4,1.0,167.0,41.398918,2.180301
moderado,Entire home/apt,Eixample,5.0,8,4.0,180.0,41.396567,2.1758490000000004
poco visitado,Entire home/apt,Eixample,4.5,2,1.0,157.0,41.396767,2.183126
poco visitado,Entire home/apt,Eixample,4.0,5,3.0,148.0,41.407439,2.171829
poco visitado,Entire home/apt,Gràcia,3.0,6,2.0,180.0,41.403844,2.169276
moderado,Entire home/apt,Eixample,4.5,6,3.0,180.0,41.402666,2.176505
poco visitado,Entire home/apt,Gràcia,4.5,5,3.0,177.0,41.402332,2.16569
poco visitado,Entire home/apt,Gràcia,4.0,6,2.0,150.0,41.400764,2.163745
poco visitado,Entire home/apt,Eixample,4.5,8,3.0,150.0,41.405861,2.175785
poco visitado,Entire home/apt,Eixample,4.5,8,4.0,180.0,41.3983,2.179227
poco visitado,Entire home/apt,Eixample,4.5,8,4.0,150.0,41.399905,2.166315
poco visitado,Entire home/apt,Eixample,4.5,8,3.0,150.0,41.406053,2.175646
poco visitado,Entire home/apt,Gràcia,5.0,4,2.0,150.0,41.407497,2.166303
poco visitado,Entire home/apt,Eixample,4.0,6,3.0,165.0,41.401539,2.175952
poco visitado,Entire home/apt,Sant Martí,4.5,4,2.0,174.0,41.412332,2.180874
poco visitado,Entire home/apt,Gràcia,4.0,6,4.0,165.0,41.40418,2.17057
poco visitado,Entire home/apt,Sant Andreu,4.5,7,3.0,174.0,41.423571,2.184702
poco visitado,Entire home/apt,Eixample,4.5,2,1.0,167.0,41.394549,2.177341
moderado,Entire home/apt,Sant Martí,5.0,5,2.0,179.0,41.395038,2.1993810000000003
poco visitado,Entire home/apt,Sant Martí,4.0,8,3.0,179.0,41.423345,2.20501
moderado,Entire home/apt,Sant Martí,5.0,4,1.0,168.0,41.394493,2.201651
poco visitado,Entire home/apt,Gràcia,4.5,4,2.0,150.0,41.411171,2.157102
poco visitado,Entire home/apt,Eixample,4.5,6,2.0,167.0,41.393251,2.150146
moderado,Entire home/apt,Eixample,4.5,7,3.0,172.0,41.379868,2.16074
muy visitado,Entire home/apt,Eixample,5.0,4,2.0,168.0,41.385835,2.161962
poco visitado,Entire home/apt,Gràcia,4.5,4,2.0,168.0,41.405356,2.161967
muy visitado,Entire home/apt,Eixample,4.5,7,3.0,168.0,41.396753,2.182569
poco visitado,Entire home/apt,Sant Martí,4.5,4,1.0,180.0,41.406489,2.200109
poco visitado,Entire home/apt,Eixample,5.0,5,2.0,167.0,41.38266,2.161152
poco visitado,Entire home/apt,Gràcia,4.5,4,1.0,162.0,41.399814,2.157803
poco visitado,Entire home/apt,Sant Martí,5.0,4,1.0,180.0,41.40494,2.200162
poco visitado,Entire home/apt,Sant Martí,4.5,3,1.0,162.0,41.407977,2.205708
poco visitado,Entire home/apt,Sarrià-Sant Gervasi,4.5,4,3.0,157.0,41.395482,2.151382
poco visitado,Entire home/apt,Sant Martí,5.0,5,3.0,180.0,41.408234,2.203442
moderado,Entire home/apt,Sarrià-Sant Gervasi,5.0,2,0.0,150.0,41.395504,2.141444
moderado,Entire home/apt,Eixample,5.0,3,2.0,180.0,41.406408,2.180836
muy visitado,Entire home/apt,Ciutat Vella,4.5,4,2.0,180.0,41.380881,2.18038
poco visitado,Entire home/apt,Eixample,5.0,6,3.0,168.0,41.4018,2.173324
moderado,Entire home/apt,Sant Martí,5.0,6,2.0,179.0,41.40476500000001,2.20264
poco visitado,Entire home/apt,Sant Martí,5.0,4,1.0,150.0,41.40143,2.204614
muy visitado,Entire home/apt,Eixample,5.0,4,2.0,180.0,41.388843,2.15935
muy visitado,Entire home/apt,Eixample,5.0,2,1.0,180.0,41.386393,2.164984
poco visitado,Entire home/apt,Sarrià-Sant Gervasi,4.5,4,3.0,168.0,41.396872,2.144804
muy visitado,Entire home/apt,Gràcia,5.0,6,3.0,174.0,41.410633,2.154057
muy visitado,Entire home/apt,Sant Martí,5.0,4,2.0,168.0,41.396283,2.205253
poco visitado,Entire home/apt,Eixample,4.5,6,3.0,150.0,41.40523,2.174163
poco visitado,Entire home/apt,Eixample,4.5,4,1.0,164.0,41.395598,2.174044
poco visitado,Entire home/apt,Sant Martí,4.5,4,2.0,174.0,41.408347,2.201947
poco visitado,Entire home/apt,Sarrià-Sant Gervasi,4.5,4,2.0,168.0,41.394946,2.146709
poco visitado,Entire home/apt,Ciutat Vella,4.0,4,1.0,169.0,41.38629,2.1784830000000004
poco visitado,Entire home/apt,Eixample,4.0,4,2.0,172.0,41.395344,2.175728
poco visitado,Entire home/apt,Eixample,4.5,6,4.0,168.0,41.378235,2.151149
muy visitado,Entire home/apt,Sants-Montjuïc,4.5,5,2.0,155.0,41.37336,2.169973
poco visitado,Entire home/apt,Eixample,5.0,6,3.0,180.0,41.406626,2.1746830000000004
muy visitado,Entire home/apt,Ciutat Vella,4.5,6,2.0,179.0,41.384755,2.1713240000000003
moderado,Entire home/apt,Sant Martí,4.5,4,2.0,180.0,41.390629,2.183878
poco visitado,Entire home/apt,Eixample,5.0,6,2.0,168.0,41.392083,2.175175
poco visitado,Entire home/apt,Eixample,5.0,8,4.0,167.0,41.380653,2.153125
poco visitado,Entire home/apt,Ciutat Vella,5.0,2,1.0,162.0,41.37934,2.178312
moderado,Entire home/apt,Ciutat Vella,4.5,4,2.0,172.0,41.384687,2.183385
poco visitado,Entire home/apt,Sarrià-Sant Gervasi,4.5,2,1.0,155.0,41.396489,2.144838
muy visitado,Entire home/apt,Sant Martí,5.0,4,1.0,168.0,41.393487,2.188886
poco visitado,Entire home/apt,Ciutat Vella,5.0,3,0.0,168.0,41.385382,2.1681
poco visitado,Entire home/apt,Gràcia,4.5,5,2.0,155.0,41.410306,2.156068
muy visitado,Entire home/apt,Eixample,5.0,2,2.0,155.0,41.409442,2.172941
poco visitado,Entire home/apt,Eixample,4.5,8,4.0,167.0,41.379967,2.1531130000000003
moderado,Entire home/apt,Sant Martí,5.0,4,3.0,180.0,41.387991,2.198834
poco visitado,Entire home/apt,Ciutat Vella,4.5,8,4.0,172.0,41.38302,2.165119
poco visitado,Entire home/apt,Eixample,5.0,6,3.0,180.0,41.380741,2.150735
moderado,Entire home/apt,Ciutat Vella,4.5,2,1.0,168.0,41.37582,2.168885
muy visitado,Entire home/apt,Ciutat Vella,4.5,6,2.0,157.0,41.375522,2.171398
poco visitado,Entire home/apt,Eixample,5.0,2,1.0,168.0,41.387243,2.160694
poco visitado,Entire home/apt,Eixample,4.5,5,2.0,147.0,41.376645,2.156866
poco visitado,Entire home/apt,Ciutat Vella,4.5,3,3.0,168.0,41.386958,2.172329
poco visitado,Entire home/apt,Sants-Montjuïc,5.0,2,1.0,174.0,41.374742,2.163174
poco visitado,Entire home/apt,Eixample,4.5,6,4.0,180.0,41.405517,2.174964
poco visitado,Entire home/apt,Gràcia,4.5,4,2.0,153.0,41.396593,2.15794
muy visitado,Entire home/apt,Sants-Montjuïc,4.5,4,2.0,157.0,41.373716,2.162829
poco visitado,Entire home/apt,Sarrià-Sant Gervasi,5.0,3,1.0,150.0,41.402343,2.149872
poco visitado,Entire home/apt,Les Corts,4.5,4,2.0,168.0,41.384569,2.1305
poco visitado,Entire home/apt,Eixample,4.5,4,2.0,173.0,41.37654600000001,2.159945
poco visitado,Entire home/apt,Eixample,5.0,2,1.0,180.0,41.376969,2.15787
poco visitado,Entire home/apt,Eixample,5.0,4,1.0,174.0,41.38877100000001,2.169596
poco visitado,Entire home/apt,Eixample,4.5,3,2.0,162.0,41.385609,2.14866
muy visitado,Entire home/apt,Ciutat Vella,5.0,2,1.0,149.0,41.38369,2.17023
poco visitado,Entire home/apt,Ciutat Vella,5.0,4,3.0,174.0,41.384078,2.17977
poco visitado,Entire home/apt,Gràcia,4.0,4,2.0,168.0,41.404281,2.160232
muy visitado,Entire home/apt,Eixample,5.0,4,1.0,157.0,41.391595,2.173866
moderado,Entire home/apt,Ciutat Vella,5.0,5,2.0,167.0,41.387638,2.173541
poco visitado,Entire home/apt,Gràcia,4.5,4,2.0,162.0,41.402078,2.164162
moderado,Entire home/apt,Gràcia,4.5,5,3.0,168.0,41.407405,2.16342
poco visitado,Entire home/apt,Ciutat Vella,5.0,2,1.0,162.0,41.380166,2.171694
muy visitado,Entire home/apt,Sants-Montjuïc,4.5,4,2.0,180.0,41.373538,2.165964
poco visitado,Entire home/apt,Sarrià-Sant Gervasi,4.0,4,2.0,158.0,41.408375,2.1343810000000003
poco visitado,Entire home/apt,Sants-Montjuïc,5.0,4,2.0,150.0,41.371962,2.167409
moderado,Entire home/apt,Eixample,4.5,7,3.0,172.0,41.380368,2.16073
poco visitado,Entire home/apt,Eixample,4.5,6,3.0,168.0,41.391978,2.158536
muy visitado,Entire home/apt,Eixample,5.0,6,2.0,169.0,41.390313,2.164713
poco visitado,Entire home/apt,Eixample,5.0,5,3.0,168.0,41.391218,2.15886
poco visitado,Entire home/apt,Eixample,4.5,4,2.0,180.0,41.398617,2.173085
poco visitado,Entire home/apt,Ciutat Vella,4.5,2,0.0,168.0,41.3808,2.165984
poco visitado,Entire home/apt,Sarrià-Sant Gervasi,4.0,2,1.0,158.0,41.396199,2.145172
poco visitado,Entire home/apt,Eixample,5.0,4,3.0,174.0,41.378237,2.163165
poco visitado,Entire home/apt,Eixample,4.5,4,2.0,155.0,41.401314,2.174983
poco visitado,Entire home/apt,Eixample,5.0,4,1.0,173.0,41.376194,2.161607
poco visitado,Entire home/apt,Eixample,5.0,6,3.0,180.0,41.389248,2.1657
poco visitado,Entire home/apt,Eixample,5.0,9,4.0,180.0,41.396178000000006,2.160713
muy visitado,Entire home/apt,Sants-Montjuïc,4.5,4,1.0,179.0,41.376025,2.129497
poco visitado,Entire home/apt,Eixample,4.5,6,3.0,168.0,41.391792,2.157373
moderado,Entire home/apt,Eixample,4.5,4,2.0,168.0,41.402805,2.172221
poco visitado,Entire home/apt,Eixample,5.0,4,2.0,168.0,41.396837,2.18255
poco visitado,Entire home/apt,Sants-Montjuïc,5.0,3,1.0,155.0,41.370551,2.1356900000000003
poco visitado,Entire home/apt,Eixample,5.0,4,2.0,162.0,41.375143,2.155918
muy visitado,Entire home/apt,Ciutat Vella,5.0,4,2.0,157.0,41.381554,2.174774
poco visitado,Entire home/apt,Eixample,4.5,6,2.0,168.0,41.392719,2.172325
poco visitado,Entire home/apt,Eixample,4.5,4,2.0,173.0,41.37650900000001,2.161071
poco visitado,Entire home/apt,Sarrià-Sant Gervasi,4.5,2,1.0,158.0,41.396293,2.142851
moderado,Entire home/apt,Eixample,5.0,4,1.0,162.0,41.387176,2.166851
poco visitado,Entire home/apt,Ciutat Vella,5.0,3,1.0,182.0,41.39004600000001,2.177687
poco visitado,Entire home/apt,Eixample,4.5,4,1.0,162.0,41.395347,2.179933
moderado,Entire home/apt,Ciutat Vella,5.0,4,2.0,168.0,41.379302,2.178035
poco visitado,Entire home/apt,Ciutat Vella,4.5,4,2.0,168.0,41.387915,2.1783
poco visitado,Entire home/apt,Eixample,5.0,2,1.0,165.0,41.390728,2.170768
poco visitado,Entire home/apt,Eixample,4.5,4,1.0,175.0,41.39107,2.149477
muy visitado,Entire home/apt,Eixample,4.5,4,0.0,167.0,41.390608,2.162892
poco visitado,Entire home/apt,Eixample,4.5,4,0.0,174.0,41.393996,2.181784
moderado,Entire home/apt,Horta-Guinardó,4.5,4,2.0,176.0,41.412897,2.172169
poco visitado,Entire home/apt,Sants-Montjuïc,5.0,2,1.0,174.0,41.374499,2.166384
poco visitado,Entire home/apt,Ciutat Vella,5.0,2,0.0,168.0,41.384131,2.177267
poco visitado,Entire home/apt,Eixample,5.0,3,1.0,180.0,41.391544,2.163912
moderado,Entire home/apt,Horta-Guinardó,5.0,4,1.0,155.0,41.419659,2.164664
poco visitado,Entire home/apt,Gràcia,4.5,4,1.0,174.0,41.40235,2.1532150000000003
poco visitado,Entire home/apt,Les Corts,5.0,4,1.0,157.0,41.385421,2.141775
poco visitado,Entire home/apt,Eixample,5.0,6,2.0,167.0,41.385177,2.1564490000000003
poco visitado,Entire home/apt,Sants-Montjuïc,5.0,4,2.0,168.0,41.383911,2.1402520000000003
moderado,Entire home/apt,Ciutat Vella,5.0,4,1.0,151.0,41.38215200000001,2.175395
poco visitado,Entire home/apt,Eixample,5.0,3,1.0,168.0,41.39743,2.17449
poco visitado,Entire home/apt,Gràcia,5.0,4,2.0,169.0,41.399422,2.1576880000000003
poco visitado,Entire home/apt,Eixample,5.0,5,2.0,180.0,41.394554,2.163863
muy visitado,Entire home/apt,Ciutat Vella,5.0,4,2.0,168.0,41.377076,2.166659
poco visitado,Entire home/apt,Ciutat Vella,4.5,3,1.0,132.0,41.383925,2.186714
poco visitado,Entire home/apt,Gràcia,4.5,6,2.0,132.0,41.405653,2.16932
poco visitado,Entire home/apt,Eixample,4.5,4,1.0,138.0,41.407498,2.17948
moderado,Entire home/apt,Sants-Montjuïc,5.0,7,4.0,144.0,41.375419,2.133375
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,5,2.0,144.0,41.372248,2.129885
poco visitado,Entire home/apt,Eixample,5.0,4,2.0,138.0,41.394258,2.17118
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,6,2.0,136.0,41.376105,2.1425240000000003
poco visitado,Entire home/apt,Les Corts,4.0,5,2.0,136.0,41.38309,2.12826
poco visitado,Entire home/apt,Sants-Montjuïc,4.0,4,2.0,144.0,41.369079,2.137796
poco visitado,Entire home/apt,Les Corts,4.5,7,4.0,132.0,41.385851,2.134054
poco visitado,Entire home/apt,Ciutat Vella,4.5,2,0.0,132.0,41.379496,2.1779330000000003
poco visitado,Entire home/apt,Gràcia,5.0,4,1.0,136.0,41.404845,2.15513
moderado,Entire home/apt,Ciutat Vella,4.5,6,2.0,144.0,41.383221,2.18234
poco visitado,Entire home/apt,Ciutat Vella,5.0,5,1.0,180.0,41.382402,2.173729
moderado,Entire home/apt,Ciutat Vella,4.5,5,2.0,157.0,41.387264,2.177894
poco visitado,Entire home/apt,Gràcia,5.0,6,3.0,150.0,41.404241,2.171522
poco visitado,Entire home/apt,Eixample,4.5,5,3.0,179.0,41.405928,2.1757470000000003
poco visitado,Entire home/apt,Sant Martí,4.0,4,2.0,174.0,41.411185,2.178446
poco visitado,Entire home/apt,Eixample,4.5,4,2.0,180.0,41.401656,2.173962
moderado,Entire home/apt,Sant Andreu,4.5,16,5.0,180.0,41.41759,2.189621
poco visitado,Entire home/apt,Sant Martí,4.5,6,3.0,176.0,41.411774,2.220954
poco visitado,Entire home/apt,Sant Martí,4.5,6,2.0,175.0,41.403998,2.211737
poco visitado,Entire home/apt,Sant Martí,3.5,4,2.0,174.0,41.412013,2.178343
poco visitado,Entire home/apt,Sant Martí,4.5,4,1.0,150.0,41.394687,2.193721
poco visitado,Entire home/apt,Ciutat Vella,4.5,4,1.0,168.0,41.378794,2.187851
poco visitado,Entire home/apt,Sant Martí,4.5,8,3.0,162.0,41.413716,2.186131
poco visitado,Entire home/apt,Sant Martí,4.0,6,3.0,180.0,41.414303,2.216516
moderado,Entire home/apt,Ciutat Vella,4.5,4,1.0,179.0,41.390954,2.180499
poco visitado,Entire home/apt,Ciutat Vella,4.5,2,1.0,172.0,41.377801,2.190776
moderado,Entire home/apt,Eixample,4.5,7,4.0,174.0,41.393345,2.178958
poco visitado,Entire home/apt,Sant Martí,4.5,4,2.0,180.0,41.396351,2.200993
poco visitado,Entire home/apt,Sant Martí,3.5,4,1.0,157.0,41.40447800000001,2.203965
poco visitado,Entire home/apt,Sant Martí,5.0,4,2.0,157.0,41.386266,2.198875
poco visitado,Entire home/apt,Ciutat Vella,4.5,5,3.0,157.0,41.391748,2.181537
moderado,Entire home/apt,Ciutat Vella,5.0,4,3.0,157.0,41.384655,2.179729
poco visitado,Entire home/apt,Sant Martí,3.5,4,2.0,174.0,41.41076500000001,2.178467
poco visitado,Entire home/apt,Eixample,3.0,4,1.0,167.0,41.400297,2.180352
poco visitado,Entire home/apt,Ciutat Vella,4.5,4,2.0,180.0,41.382665,2.181133
poco visitado,Entire home/apt,Sant Martí,4.5,6,3.0,180.0,41.391803,2.189824
poco visitado,Entire home/apt,Ciutat Vella,5.0,5,2.0,180.0,41.383664,2.182648
poco visitado,Entire home/apt,Sant Martí,4.0,4,1.0,147.0,41.400488,2.205595
moderado,Entire home/apt,Eixample,4.0,8,3.0,180.0,41.397721,2.179678
moderado,Entire home/apt,Eixample,4.0,10,4.0,160.0,41.402945,2.179245
poco visitado,Entire home/apt,Eixample,3.5,6,2.0,129.0,41.392052,2.168027
poco visitado,Entire home/apt,Eixample,4.5,5,2.0,138.0,41.386915,2.1670540000000003
poco visitado,Entire home/apt,Horta-Guinardó,5.0,5,2.0,143.0,41.413398,2.17052
poco visitado,Entire home/apt,Ciutat Vella,4.5,4,2.0,144.0,41.37830200000001,2.1905810000000003
poco visitado,Entire home/apt,Sant Martí,4.5,6,2.0,144.0,41.39541,2.198839
poco visitado,Entire home/apt,Sant Martí,4.0,6,2.0,144.0,41.4076,2.183711
poco visitado,Entire home/apt,Sant Martí,5.0,4,2.0,132.0,41.41319,2.1911560000000003
poco visitado,Entire home/apt,Sant Martí,4.5,4,3.0,132.0,41.410697,2.22024
poco visitado,Entire home/apt,Sant Martí,4.0,10,4.0,143.0,41.391389,2.1867330000000003
poco visitado,Entire home/apt,Sant Martí,4.0,4,2.0,136.0,41.403018,2.208185
poco visitado,Entire home/apt,Ciutat Vella,4.0,3,0.0,132.0,41.382336,2.18338
poco visitado,Entire home/apt,Sant Martí,4.5,4,1.0,132.0,41.401847,2.206854
poco visitado,Entire home/apt,Sants-Montjuïc,4.0,6,3.0,144.0,41.377535,2.127986
poco visitado,Entire home/apt,Les Corts,5.0,5,3.0,126.0,41.379441,2.126844
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,6,2.0,132.0,41.377015,2.1287990000000003
poco visitado,Entire home/apt,Sants-Montjuïc,3.5,4,2.0,136.0,41.378112,2.131125
poco visitado,Entire home/apt,Sants-Montjuïc,5.0,6,2.0,132.0,41.375123,2.128788
muy visitado,Entire home/apt,Les Corts,5.0,5,2.0,133.0,41.376589,2.1116580000000003
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,4,1.0,129.0,41.373774,2.141701
poco visitado,Entire home/apt,Sants-Montjuïc,4.0,6,2.0,137.0,41.374959,2.134005
poco visitado,Entire home/apt,Sants-Montjuïc,5.0,7,2.0,132.0,41.372622,2.136705
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,5,3.0,143.0,41.358793,2.144942
moderado,Entire home/apt,Sants-Montjuïc,4.5,8,4.0,132.0,41.366161,2.135815
poco visitado,Entire home/apt,Les Corts,4.5,6,3.0,144.0,41.381825,2.133705
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,5,2.0,144.0,41.376367,2.136273
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,6,3.0,126.0,41.377419,2.137179
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,4,2.0,138.0,41.377096,2.136312
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,4,1.0,132.0,41.371506,2.166223
poco visitado,Entire home/apt,Eixample,4.0,4,2.0,132.0,41.375162,2.161479
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,6,2.0,142.0,41.37224000000001,2.163093
poco visitado,Entire home/apt,Sarrià-Sant Gervasi,4.5,4,3.0,130.0,41.396753,2.125683
poco visitado,Entire home/apt,Sarrià-Sant Gervasi,4.5,4,2.0,132.0,41.39360900000001,2.131695
poco visitado,Entire home/apt,Sants-Montjuïc,5.0,4,1.0,144.0,41.37642,2.133816
poco visitado,Entire home/apt,Sants-Montjuïc,5.0,5,3.0,137.0,41.376196,2.134163
poco visitado,Entire home/apt,Sarrià-Sant Gervasi,4.0,4,2.0,132.0,41.393862,2.129151
poco visitado,Entire home/apt,Sants-Montjuïc,5.0,6,2.0,144.0,41.374114,2.131502
muy visitado,Entire home/apt,Sants-Montjuïc,5.0,4,1.0,126.0,41.37793900000001,2.130778
poco visitado,Entire home/apt,Les Corts,4.0,5,2.0,137.0,41.383887,2.136922
poco visitado,Entire home/apt,Sants-Montjuïc,5.0,4,2.0,139.0,41.370646,2.142002
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,4,2.0,132.0,41.372425,2.141336
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,4,3.0,126.0,41.372807,2.1596610000000003
poco visitado,Entire home/apt,Eixample,4.5,6,3.0,144.0,41.376337,2.161798
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,5,3.0,144.0,41.3729,2.164512
poco visitado,Entire home/apt,Ciutat Vella,5.0,4,3.0,144.0,41.375706,2.169639
poco visitado,Entire home/apt,Eixample,4.0,5,4.0,144.0,41.375278,2.154571
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,5,2.0,144.0,41.372072,2.144403
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,4,1.0,132.0,41.370194,2.148993
poco visitado,Entire home/apt,Eixample,3.0,6,2.0,131.0,41.381025,2.153171
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,6,2.0,132.0,41.372876,2.157299
poco visitado,Entire home/apt,Eixample,4.5,7,4.0,126.0,41.379927,2.154096
poco visitado,Entire home/apt,Eixample,5.0,6,3.0,144.0,41.377763,2.154986
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,6,2.0,136.0,41.375337,2.143824
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,6,1.0,138.0,41.376502,2.143848
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,4,2.0,132.0,41.371118,2.144836
poco visitado,Entire home/apt,Eixample,4.5,6,2.0,132.0,41.379906,2.144136
poco visitado,Entire home/apt,Eixample,4.5,6,2.0,144.0,41.380507,2.159854
poco visitado,Entire home/apt,Eixample,4.0,8,5.0,144.0,41.384372,2.155332
poco visitado,Entire home/apt,Sants-Montjuïc,5.0,6,2.0,144.0,41.372963,2.165667
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,4,2.0,132.0,41.3719,2.159338
poco visitado,Entire home/apt,Ciutat Vella,4.5,4,2.0,132.0,41.380507,2.170932
poco visitado,Entire home/apt,Eixample,4.5,4,2.0,132.0,41.37637,2.160679
poco visitado,Entire home/apt,Eixample,5.0,8,3.0,130.0,41.380167,2.156659
poco visitado,Entire home/apt,Eixample,4.5,7,4.0,144.0,41.383671,2.158576
poco visitado,Entire home/apt,Eixample,4.0,8,3.0,136.0,41.388342,2.143773
poco visitado,Entire home/apt,Gràcia,4.5,4,1.0,132.0,41.396679,2.1561630000000003
poco visitado,Entire home/apt,Eixample,5.0,4,2.0,125.0,41.383521,2.162751
muy visitado,Entire home/apt,Eixample,4.5,5,3.0,144.0,41.387975,2.165523
poco visitado,Entire home/apt,Ciutat Vella,4.5,6,3.0,138.0,41.386663,2.171954
poco visitado,Entire home/apt,Eixample,3.5,7,2.0,144.0,41.388993,2.161588
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,6,2.0,144.0,41.373046,2.167706
poco visitado,Entire home/apt,Eixample,4.5,4,1.0,126.0,41.376387,2.161371
poco visitado,Entire home/apt,Eixample,4.5,3,2.0,143.0,41.376782,2.16046
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,5,2.0,144.0,41.37710300000001,2.146707
poco visitado,Entire home/apt,Sants-Montjuïc,5.0,4,2.0,132.0,41.371648,2.158948
moderado,Entire home/apt,Eixample,4.5,5,3.0,140.0,41.375481,2.166953
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,7,3.0,134.0,41.372636,2.149542
moderado,Entire home/apt,Sants-Montjuïc,4.5,7,3.0,138.0,41.374795,2.15566
poco visitado,Entire home/apt,Eixample,4.0,8,3.0,138.0,41.383801,2.153995
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,6,2.0,140.0,41.373657,2.160351
poco visitado,Entire home/apt,Eixample,4.5,8,3.0,144.0,41.381498,2.149011
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,6,3.0,144.0,41.374572,2.161643
poco visitado,Entire home/apt,Eixample,4.5,6,2.0,144.0,41.382079,2.157201
poco visitado,Entire home/apt,Sants-Montjuïc,4.0,6,3.0,126.0,41.371751,2.165858
muy visitado,Entire home/apt,Eixample,5.0,6,3.0,132.0,41.37592,2.160038
muy visitado,Entire home/apt,Eixample,4.5,8,4.0,144.0,41.376293,2.162375
poco visitado,Entire home/apt,Eixample,4.0,6,2.0,144.0,41.381137,2.155278
moderado,Entire home/apt,Eixample,4.5,5,3.0,130.0,41.386978000000006,2.1600040000000003
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,2,1.0,132.0,41.374858,2.158154
poco visitado,Entire home/apt,Eixample,4.5,4,2.0,138.0,41.376836,2.160611
poco visitado,Entire home/apt,Eixample,4.5,6,3.0,131.0,41.37727,2.157573
moderado,Entire home/apt,Sants-Montjuïc,5.0,4,2.0,129.0,41.376204,2.146614
poco visitado,Entire home/apt,Sants-Montjuïc,5.0,2,1.0,132.0,41.373165,2.165001
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,4,2.0,144.0,41.371899,2.16477
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,6,2.0,125.0,41.373938,2.1655990000000003
poco visitado,Entire home/apt,Sants-Montjuïc,4.0,6,3.0,140.0,41.372912,2.1645790000000003
poco visitado,Entire home/apt,Eixample,4.5,4,1.0,144.0,41.390171,2.1635
poco visitado,Entire home/apt,Sants-Montjuïc,5.0,4,2.0,143.0,41.373177,2.164683
poco visitado,Entire home/apt,Ciutat Vella,4.5,7,3.0,144.0,41.37809,2.172935
moderado,Entire home/apt,Ciutat Vella,4.5,5,2.0,144.0,41.380646,2.171319
poco visitado,Entire home/apt,Eixample,4.5,4,1.0,132.0,41.376984,2.163568
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,8,3.0,138.0,41.373607,2.1743740000000003
moderado,Entire home/apt,Ciutat Vella,4.5,4,2.0,144.0,41.386123,2.173496
poco visitado,Entire home/apt,Ciutat Vella,5.0,2,1.0,144.0,41.378951,2.171276
poco visitado,Entire home/apt,Eixample,4.5,10,4.0,132.0,41.387349,2.170732
moderado,Entire home/apt,Sants-Montjuïc,4.5,4,3.0,133.0,41.374364,2.172521
