0,room_type,neighborhood,overall_satisfaction,accommodates,bedrooms,price,latitude,longitude
poco visitado,Entire home/apt,Ciutat Vella,4.0,2,1.0,96.0,41.389222,2.17842
poco visitado,Entire home/apt,Horta-Guinardó,3.5,4,1.0,90.0,41.40994600000001,2.172053
poco visitado,Entire home/apt,Sant Martí,4.5,5,2.0,96.0,41.407189,2.185177
poco visitado,Entire home/apt,Eixample,4.0,8,3.0,96.0,41.405255,2.18281
muy visitado,Entire home/apt,Eixample,4.5,3,2.0,103.0,41.407351,2.18118
muy visitado,Entire home/apt,Gràcia,5.0,3,2.0,102.0,41.400604,2.160552
poco visitado,Entire home/apt,Sant Martí,5.0,2,1.0,102.0,41.412458,2.1802900000000003
moderado,Entire home/apt,Ciutat Vella,4.0,3,1.0,97.0,41.382307,2.170492
poco visitado,Entire home/apt,Sant Martí,4.0,4,1.0,96.0,41.413589,2.207808
moderado,Entire home/apt,Sant Martí,4.5,4,2.0,99.0,41.398616,2.204155
poco visitado,Entire home/apt,Gràcia,4.5,4,2.0,96.0,41.402768,2.152894
moderado,Entire home/apt,Sant Martí,4.5,4,2.0,102.0,41.397981,2.2042580000000003
muy visitado,Entire home/apt,Gràcia,4.5,4,2.0,90.0,41.406012,2.164238
moderado,Entire home/apt,Ciutat Vella,4.0,2,1.0,88.0,41.38149,2.163932
poco visitado,Entire home/apt,Gràcia,4.0,6,2.0,88.0,41.406258,2.158946
poco visitado,Entire home/apt,Ciutat Vella,4.0,2,1.0,94.0,41.388934000000006,2.177243
moderado,Entire home/apt,Horta-Guinardó,4.5,3,2.0,96.0,41.408966,2.170505
muy visitado,Entire home/apt,Horta-Guinardó,4.5,2,1.0,84.0,41.410308,2.167544
poco visitado,Entire home/apt,Horta-Guinardó,5.0,2,1.0,84.0,41.414679,2.177189
moderado,Entire home/apt,Gràcia,5.0,2,1.0,102.0,41.419116,2.149853
moderado,Entire home/apt,Gràcia,5.0,4,2.0,96.0,41.41177800000001,2.154831
moderado,Entire home/apt,Sant Martí,5.0,2,1.0,102.0,41.415045,2.181842
poco visitado,Entire home/apt,Ciutat Vella,4.5,4,0.0,96.0,41.38369,2.183517
muy visitado,Entire home/apt,Eixample,4.5,5,2.0,96.0,41.388769,2.169794
muy visitado,Entire home/apt,Ciutat Vella,4.5,2,1.0,102.0,41.383461,2.182762
poco visitado,Entire home/apt,Sarrià-Sant Gervasi,5.0,3,2.0,84.0,41.408474,2.146216
moderado,Entire home/apt,Horta-Guinardó,5.0,6,2.0,95.0,41.416492,2.178816
poco visitado,Entire home/apt,Nou Barris,4.5,3,1.0,96.0,41.447627,2.174935
moderado,Entire home/apt,Eixample,4.5,4,1.0,84.0,41.388939,2.159171
poco visitado,Entire home/apt,Gràcia,4.5,2,1.0,96.0,41.399736,2.156387
moderado,Entire home/apt,Eixample,4.5,5,3.0,101.0,41.41032,2.175182
poco visitado,Entire home/apt,Sant Martí,4.0,5,3.0,95.0,41.416121,2.211423
poco visitado,Entire home/apt,Sarrià-Sant Gervasi,4.5,2,0.0,95.0,41.402291,2.146534
poco visitado,Entire home/apt,Horta-Guinardó,4.5,2,1.0,85.0,41.416626,2.1568110000000003
poco visitado,Entire home/apt,Sant Martí,4.5,4,1.0,96.0,41.392197,2.186233
poco visitado,Entire home/apt,Ciutat Vella,4.5,5,2.0,96.0,41.385106,2.168267
poco visitado,Entire home/apt,Ciutat Vella,5.0,4,1.0,97.0,41.38504,2.165407
poco visitado,Entire home/apt,Eixample,4.5,4,1.0,93.0,41.398103000000006,2.16234
poco visitado,Entire home/apt,Horta-Guinardó,4.0,4,2.0,90.0,41.419304,2.174042
moderado,Entire home/apt,Gràcia,5.0,2,2.0,102.0,41.403151,2.151591
muy visitado,Entire home/apt,Sant Martí,4.5,6,2.0,94.0,41.413556,2.217348
poco visitado,Entire home/apt,Gràcia,4.5,4,1.0,84.0,41.413987,2.138991
poco visitado,Entire home/apt,Sant Andreu,4.5,5,3.0,96.0,41.423256,2.179216
poco visitado,Entire home/apt,Sant Martí,4.5,4,2.0,96.0,41.407317,2.18686
muy visitado,Entire home/apt,Sant Martí,5.0,3,1.0,102.0,41.410688,2.188876
poco visitado,Entire home/apt,Ciutat Vella,4.0,4,1.0,96.0,41.387448,2.179878
poco visitado,Entire home/apt,Eixample,4.5,6,2.0,96.0,41.405853,2.174729
poco visitado,Entire home/apt,Gràcia,4.5,2,0.0,90.0,41.400475,2.160654
poco visitado,Entire home/apt,Eixample,5.0,4,1.0,96.0,41.381644,2.160332
moderado,Entire home/apt,Ciutat Vella,4.5,4,2.0,95.0,41.383798,2.180427
poco visitado,Entire home/apt,Ciutat Vella,4.5,2,1.0,95.0,41.383622,2.169275
poco visitado,Entire home/apt,Eixample,5.0,4,1.0,102.0,41.399425,2.180105
poco visitado,Entire home/apt,Eixample,4.0,4,2.0,84.0,41.40196,2.176083
muy visitado,Entire home/apt,Eixample,4.5,7,2.0,84.0,41.40796,2.180232
poco visitado,Entire home/apt,Ciutat Vella,4.5,4,2.0,96.0,41.388102,2.1792740000000004
moderado,Entire home/apt,Eixample,4.5,5,4.0,96.0,41.40287100000001,2.177464
poco visitado,Entire home/apt,Sant Andreu,4.5,7,3.0,96.0,41.420462,2.183704
poco visitado,Entire home/apt,Ciutat Vella,4.0,4,1.0,96.0,41.389294,2.178163
muy visitado,Entire home/apt,Sant Andreu,5.0,5,3.0,95.0,41.44468,2.188781
muy visitado,Entire home/apt,Eixample,4.5,3,1.0,102.0,41.403257,2.181948
poco visitado,Entire home/apt,Eixample,4.5,4,2.0,102.0,41.410514,2.174752
poco visitado,Entire home/apt,Ciutat Vella,4.5,2,1.0,97.0,41.38877,2.178083
poco visitado,Entire home/apt,Sarrià-Sant Gervasi,3.5,4,2.0,90.0,41.394501,2.14456
poco visitado,Entire home/apt,Les Corts,4.5,10,4.0,90.0,41.393475,2.11242
poco visitado,Entire home/apt,Sarrià-Sant Gervasi,4.0,4,2.0,90.0,41.39334,2.142887
poco visitado,Entire home/apt,Eixample,3.0,4,1.0,90.0,41.384198,2.143419
poco visitado,Entire home/apt,Sarrià-Sant Gervasi,3.5,4,2.0,90.0,41.393068,2.144846
poco visitado,Entire home/apt,Eixample,4.0,7,3.0,102.0,41.384874,2.147136
poco visitado,Entire home/apt,Eixample,4.5,6,2.0,102.0,41.386432,2.145703
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,4,2.0,103.0,41.383286,2.140316
poco visitado,Entire home/apt,Sarrià-Sant Gervasi,4.0,4,2.0,90.0,41.393178000000006,2.144375
poco visitado,Entire home/apt,Les Corts,4.5,5,3.0,102.0,41.388556,2.132067
poco visitado,Entire home/apt,Sarrià-Sant Gervasi,5.0,2,0.0,90.0,41.39771,2.1245580000000004
poco visitado,Entire home/apt,Sarrià-Sant Gervasi,4.5,5,2.0,90.0,41.397539,2.12468
poco visitado,Entire home/apt,Sarrià-Sant Gervasi,4.5,3,1.0,84.0,41.393852,2.142572
poco visitado,Entire home/apt,Sarrià-Sant Gervasi,5.0,4,2.0,96.0,41.39494000000001,2.14351
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,4,1.0,102.0,41.383645,2.141483
poco visitado,Entire home/apt,Sarrià-Sant Gervasi,5.0,4,1.0,102.0,41.410374,2.140466
poco visitado,Entire home/apt,Eixample,4.5,5,1.0,84.0,41.383159,2.157624
poco visitado,Entire home/apt,Les Corts,5.0,2,1.0,95.0,41.388592,2.136005
poco visitado,Entire home/apt,Sants-Montjuïc,4.0,7,4.0,90.0,41.37328,2.141044
poco visitado,Entire home/apt,Sants-Montjuïc,5.0,4,1.0,102.0,41.37468,2.143717
muy visitado,Entire home/apt,Les Corts,5.0,5,2.0,84.0,41.379765,2.1248560000000003
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,4,2.0,88.0,41.374204,2.157303
poco visitado,Entire home/apt,Sarrià-Sant Gervasi,5.0,3,2.0,88.0,41.39804,2.125594
poco visitado,Entire home/apt,Eixample,4.0,4,1.0,90.0,41.383797,2.143875
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,5,2.0,84.0,41.376254,2.136402
poco visitado,Entire home/apt,Sarrià-Sant Gervasi,5.0,4,1.0,100.0,41.395788,2.1206810000000003
poco visitado,Entire home/apt,Eixample,4.5,6,2.0,96.0,41.387495,2.155251
moderado,Entire home/apt,Eixample,4.5,6,3.0,96.0,41.387832,2.143924
poco visitado,Entire home/apt,Sants-Montjuïc,4.0,6,4.0,96.0,41.38503,2.1424
poco visitado,Entire home/apt,Sants-Montjuïc,5.0,3,2.0,96.0,41.372797,2.147434
poco visitado,Entire home/apt,Les Corts,5.0,3,1.0,90.0,41.389741,2.136266
muy visitado,Entire home/apt,Sants-Montjuïc,4.5,6,2.0,102.0,41.37458,2.143437
poco visitado,Entire home/apt,Sants-Montjuïc,4.0,2,1.0,90.0,41.370465,2.1437060000000003
poco visitado,Entire home/apt,Sants-Montjuïc,5.0,3,1.0,96.0,41.373221,2.139798
muy visitado,Entire home/apt,Les Corts,5.0,6,2.0,90.0,41.379301,2.125551
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,4,1.0,89.0,41.367874,2.132213
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,3,1.0,90.0,41.374673,2.137257
poco visitado,Entire home/apt,Les Corts,4.5,3,2.0,89.0,41.383124,2.127141
moderado,Entire home/apt,Sants-Montjuïc,5.0,4,1.0,90.0,41.380556,2.138026
muy visitado,Entire home/apt,Sants-Montjuïc,4.5,4,2.0,95.0,41.37674000000001,2.138091
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,4,1.0,102.0,41.366063,2.133308
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,4,0.0,84.0,41.371793,2.142687
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,4,2.0,96.0,41.372518,2.12671
moderado,Entire home/apt,Sants-Montjuïc,5.0,4,2.0,95.0,41.377113,2.133409
poco visitado,Entire home/apt,Eixample,5.0,4,2.0,96.0,41.381615,2.150204
moderado,Entire home/apt,Sants-Montjuïc,4.0,4,2.0,90.0,41.373369,2.167216
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,6,3.0,93.0,41.373098,2.153395
poco visitado,Entire home/apt,Eixample,4.5,6,4.0,100.0,41.375354,2.1634290000000003
muy visitado,Entire home/apt,Sants-Montjuïc,4.0,5,3.0,102.0,41.373598,2.160422
poco visitado,Entire home/apt,Sants-Montjuïc,4.0,5,2.0,90.0,41.370363,2.1482360000000003
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,5,3.0,84.0,41.369362,2.1454560000000003
poco visitado,Entire home/apt,Eixample,5.0,4,1.0,96.0,41.378309,2.156113
muy visitado,Entire home/apt,Sants-Montjuïc,4.5,6,2.0,102.0,41.374447,2.165902
muy visitado,Entire home/apt,Ciutat Vella,4.5,4,1.0,90.0,41.375936,2.174434
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,3,2.0,84.0,41.373171,2.159681
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,4,3.0,84.0,41.37441,2.162379
poco visitado,Entire home/apt,Sants-Montjuïc,5.0,2,0.0,102.0,41.374623,2.158796
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,2,2.0,84.0,41.375881,2.147298
moderado,Entire home/apt,Eixample,4.5,6,3.0,102.0,41.400864,2.1758580000000003
poco visitado,Entire home/apt,Eixample,4.5,6,3.0,90.0,41.409692,2.173078
muy visitado,Entire home/apt,Eixample,5.0,3,2.0,96.0,41.390079,2.174963
poco visitado,Entire home/apt,Eixample,4.5,8,3.0,95.0,41.40763,2.173869
poco visitado,Entire home/apt,Eixample,4.5,4,1.0,84.0,41.401693,2.170274
moderado,Entire home/apt,Eixample,4.5,6,2.0,84.0,41.409764,2.176421
poco visitado,Entire home/apt,Eixample,5.0,4,1.0,93.0,41.401511,2.173404
poco visitado,Entire home/apt,Eixample,4.0,4,2.0,88.0,41.400794,2.1771130000000003
poco visitado,Entire home/apt,Gràcia,4.5,2,2.0,95.0,41.409325,2.148347
moderado,Entire home/apt,Horta-Guinardó,4.0,8,3.0,96.0,41.41362700000001,2.1672
poco visitado,Entire home/apt,Eixample,4.5,3,2.0,96.0,41.395601,2.176047
poco visitado,Entire home/apt,Eixample,4.5,4,2.0,93.0,41.397609,2.183253
poco visitado,Entire home/apt,Eixample,3.5,5,3.0,99.0,41.397426,2.182064
poco visitado,Entire home/apt,Eixample,4.5,2,1.0,102.0,41.393986,2.17628
poco visitado,Entire home/apt,Gràcia,5.0,4,2.0,92.0,41.402886,2.152297
muy visitado,Entire home/apt,Horta-Guinardó,4.5,5,2.0,102.0,41.41764000000001,2.177259
poco visitado,Entire home/apt,Gràcia,5.0,8,2.0,84.0,41.399714,2.153404
poco visitado,Entire home/apt,Gràcia,4.0,3,2.0,90.0,41.405458,2.150331
poco visitado,Entire home/apt,Eixample,4.0,3,2.0,90.0,41.393648,2.157711
muy visitado,Entire home/apt,Gràcia,4.5,4,2.0,102.0,41.404336,2.15291
poco visitado,Entire home/apt,Eixample,5.0,6,2.0,90.0,41.405771,2.173241
moderado,Entire home/apt,Eixample,4.5,3,1.0,102.0,41.410662,2.177022
poco visitado,Entire home/apt,Gràcia,4.0,4,2.0,95.0,41.402501,2.152505
poco visitado,Entire home/apt,Gràcia,5.0,2,1.0,96.0,41.41066,2.149609
poco visitado,Entire home/apt,Gràcia,5.0,4,2.0,101.0,41.40331,2.161608
poco visitado,Entire home/apt,Sarrià-Sant Gervasi,4.5,5,2.0,96.0,41.403087,2.149477
poco visitado,Entire home/apt,Gràcia,4.0,4,1.0,90.0,41.409805,2.150239
poco visitado,Entire home/apt,Eixample,4.5,4,1.0,100.0,41.395892,2.174571
poco visitado,Entire home/apt,Eixample,4.0,2,1.0,102.0,41.398524,2.172588
poco visitado,Entire home/apt,Eixample,4.5,2,1.0,102.0,41.397013,2.174176
poco visitado,Entire home/apt,Gràcia,4.0,3,2.0,96.0,41.400789,2.1551310000000004
poco visitado,Entire home/apt,Gràcia,4.0,2,1.0,92.0,41.406965,2.152855
moderado,Entire home/apt,Gràcia,4.5,4,2.0,102.0,41.401323,2.152354
poco visitado,Entire home/apt,Gràcia,4.5,4,1.0,96.0,41.399738,2.161229
poco visitado,Entire home/apt,Gràcia,5.0,4,2.0,101.0,41.402528,2.162657
poco visitado,Entire home/apt,Sarrià-Sant Gervasi,4.5,2,1.0,102.0,41.396864,2.152652
poco visitado,Entire home/apt,Gràcia,4.5,3,2.0,90.0,41.402885,2.157866
moderado,Entire home/apt,Gràcia,4.5,6,2.0,89.0,41.418611,2.148654
muy visitado,Entire home/apt,Gràcia,4.5,4,2.0,90.0,41.418945,2.14928
poco visitado,Entire home/apt,Gràcia,3.5,6,4.0,97.0,41.399505,2.1628990000000003
muy visitado,Entire home/apt,Gràcia,4.5,4,2.0,102.0,41.40338300000001,2.159423
poco visitado,Entire home/apt,Eixample,5.0,3,2.0,90.0,41.4086,2.173413
moderado,Entire home/apt,Eixample,5.0,5,2.0,85.0,41.396844,2.174988
poco visitado,Entire home/apt,Horta-Guinardó,4.5,5,1.0,84.0,41.416506,2.165872
moderado,Entire home/apt,Eixample,4.5,6,3.0,84.0,41.401796,2.177326
poco visitado,Entire home/apt,Eixample,4.5,4,2.0,102.0,41.401651,2.176036
poco visitado,Entire home/apt,Eixample,4.5,5,3.0,90.0,41.409262,2.173964
poco visitado,Entire home/apt,Gràcia,5.0,8,3.0,85.0,41.399307,2.155381
muy visitado,Entire home/apt,Horta-Guinardó,4.0,3,2.0,84.0,41.411365,2.174462
poco visitado,Entire home/apt,Gràcia,4.5,5,2.0,90.0,41.404997,2.168315
poco visitado,Entire home/apt,Gràcia,4.5,3,2.0,90.0,41.401027,2.163215
muy visitado,Entire home/apt,Horta-Guinardó,4.5,8,4.0,90.0,41.411752,2.170499
muy visitado,Entire home/apt,Eixample,5.0,4,3.0,95.0,41.398875,2.176186
moderado,Entire home/apt,Eixample,4.5,4,2.0,101.0,41.403873,2.175987
poco visitado,Entire home/apt,Sant Martí,4.5,6,3.0,84.0,41.396259,2.2007830000000004
poco visitado,Entire home/apt,Sant Martí,4.5,4,1.0,84.0,41.412036,2.198758
poco visitado,Entire home/apt,Eixample,4.5,5,2.0,99.0,41.408139,2.177223
poco visitado,Entire home/apt,Eixample,4.5,2,1.0,101.0,41.394902,2.1777610000000003
poco visitado,Entire home/apt,Eixample,3.5,8,2.0,102.0,41.403169,2.177816
moderado,Entire home/apt,Eixample,4.5,5,2.0,96.0,41.394664,2.182942
muy visitado,Entire home/apt,Eixample,4.5,7,3.0,102.0,41.402997,2.176376
muy visitado,Entire home/apt,Sant Martí,4.5,5,3.0,90.0,41.396561,2.206836
poco visitado,Entire home/apt,Sant Martí,5.0,5,2.0,84.0,41.400742,2.20568
poco visitado,Entire home/apt,Sant Martí,4.5,8,4.0,96.0,41.393974,2.191166
poco visitado,Entire home/apt,Eixample,3.0,2,1.0,90.0,41.399285,2.177289
poco visitado,Entire home/apt,Sant Andreu,4.5,7,3.0,87.0,41.42035,2.182757
moderado,Entire home/apt,Horta-Guinardó,4.5,6,3.0,96.0,41.4176,2.178209
poco visitado,Entire home/apt,Eixample,5.0,4,0.0,96.0,41.408171,2.177713
muy visitado,Entire home/apt,Eixample,5.0,2,1.0,102.0,41.393079,2.1790830000000003
muy visitado,Entire home/apt,Eixample,5.0,2,1.0,102.0,41.396528,2.171206
muy visitado,Entire home/apt,Gràcia,5.0,2,1.0,96.0,41.408548,2.157588
poco visitado,Entire home/apt,Sant Martí,5.0,4,3.0,96.0,41.416346,2.193446
poco visitado,Entire home/apt,Sant Martí,4.5,4,2.0,96.0,41.411854,2.177181
muy visitado,Entire home/apt,Gràcia,4.5,2,0.0,99.0,41.399668,2.1602490000000003
poco visitado,Entire home/apt,Gràcia,4.5,2,0.0,96.0,41.402442,2.152463
moderado,Entire home/apt,Sant Andreu,4.5,4,2.0,95.0,41.438318,2.186046
poco visitado,Entire home/apt,Sant Martí,4.5,4,1.0,90.0,41.399576,2.207371
poco visitado,Entire home/apt,Eixample,5.0,4,1.0,96.0,41.407665,2.173309
poco visitado,Entire home/apt,Eixample,5.0,6,2.0,97.0,41.405192,2.171891
poco visitado,Entire home/apt,Sant Martí,4.5,4,1.0,94.0,41.402793,2.209873
moderado,Entire home/apt,Ciutat Vella,4.5,5,2.0,96.0,41.385331,2.164181
muy visitado,Entire home/apt,Gràcia,5.0,4,2.0,96.0,41.401404,2.167825
poco visitado,Entire home/apt,Ciutat Vella,4.5,2,1.0,93.0,41.387038,2.179292
muy visitado,Entire home/apt,Sant Martí,4.5,4,2.0,89.0,41.399938,2.195081
poco visitado,Entire home/apt,Gràcia,4.0,2,1.0,96.0,41.40562,2.161563
poco visitado,Entire home/apt,Nou Barris,5.0,2,1.0,102.0,41.428184,2.169079
poco visitado,Entire home/apt,Horta-Guinardó,4.5,2,1.0,90.0,41.434209,2.153742
poco visitado,Entire home/apt,Nou Barris,5.0,4,2.0,96.0,41.429837,2.181226
muy visitado,Entire home/apt,Horta-Guinardó,4.5,5,3.0,88.0,41.423062,2.14851
moderado,Entire home/apt,Horta-Guinardó,5.0,6,3.0,102.0,41.431741,2.162712
muy visitado,Entire home/apt,Sant Martí,5.0,3,0.0,102.0,41.404694,2.1867080000000003
moderado,Entire home/apt,Horta-Guinardó,5.0,2,0.0,85.0,41.418532,2.159983
moderado,Entire home/apt,Gràcia,5.0,3,1.0,102.0,41.403968,2.158973
muy visitado,Entire home/apt,Gràcia,5.0,5,2.0,90.0,41.407028,2.15645
poco visitado,Entire home/apt,Gràcia,5.0,2,1.0,103.0,41.404645,2.161513
poco visitado,Entire home/apt,Ciutat Vella,4.0,2,0.0,96.0,41.38423,2.164797
muy visitado,Entire home/apt,Sant Martí,5.0,4,1.0,93.0,41.405389,2.199694
moderado,Entire home/apt,Sant Martí,4.5,3,2.0,96.0,41.41458,2.219328
moderado,Entire home/apt,Horta-Guinardó,4.5,3,0.0,92.0,41.412113,2.17298
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,5,2.0,100.0,41.372101,2.147995
poco visitado,Entire home/apt,Ciutat Vella,5.0,4,1.0,96.0,41.377313,2.177095
poco visitado,Entire home/apt,Sants-Montjuïc,5.0,2,0.0,90.0,41.372468,2.134148
poco visitado,Entire home/apt,Eixample,4.5,3,2.0,102.0,41.395051,2.178477
muy visitado,Entire home/apt,Ciutat Vella,4.5,2,1.0,90.0,41.383097,2.176505
poco visitado,Entire home/apt,Sant Martí,4.5,4,2.0,96.0,41.391543,2.189254
poco visitado,Entire home/apt,Eixample,4.5,6,2.0,96.0,41.40497,2.172398
poco visitado,Entire home/apt,Sarrià-Sant Gervasi,4.5,3,2.0,95.0,41.392795,2.130543
poco visitado,Entire home/apt,Eixample,4.5,4,2.0,84.0,41.401707,2.178311
muy visitado,Entire home/apt,Sants-Montjuïc,4.5,7,3.0,90.0,41.374497,2.1583
moderado,Entire home/apt,Eixample,4.0,4,2.0,90.0,41.375362,2.162893
poco visitado,Entire home/apt,Sant Martí,5.0,4,1.0,99.0,41.397888,2.208354
moderado,Entire home/apt,Ciutat Vella,5.0,2,0.0,95.0,41.385129,2.179924
poco visitado,Entire home/apt,Eixample,5.0,5,3.0,96.0,41.390499,2.143646
poco visitado,Entire home/apt,Gràcia,4.0,2,1.0,96.0,41.406597,2.16073
poco visitado,Entire home/apt,Sants-Montjuïc,5.0,2,1.0,102.0,41.373857,2.136817
moderado,Entire home/apt,Gràcia,5.0,2,1.0,102.0,41.407502,2.1662060000000003
poco visitado,Entire home/apt,Gràcia,5.0,4,2.0,90.0,41.40302,2.153088
poco visitado,Entire home/apt,Horta-Guinardó,5.0,2,1.0,96.0,41.411746,2.172186
moderado,Entire home/apt,Eixample,4.5,6,3.0,84.0,41.408164,2.175263
moderado,Entire home/apt,Gràcia,5.0,2,1.0,103.0,41.408309,2.162543
poco visitado,Entire home/apt,Gràcia,4.5,3,1.0,100.0,41.399971,2.152634
poco visitado,Entire home/apt,Ciutat Vella,4.5,5,0.0,96.0,41.378011,2.171284
muy visitado,Entire home/apt,Gràcia,4.5,3,1.0,96.0,41.39873,2.15504
muy visitado,Entire home/apt,Sant Martí,4.0,7,3.0,93.0,41.413912,2.207905
moderado,Entire home/apt,Gràcia,4.5,4,1.0,96.0,41.398112,2.159801
poco visitado,Entire home/apt,Ciutat Vella,4.5,7,3.0,84.0,41.380609,2.168945
muy visitado,Entire home/apt,Eixample,5.0,4,1.0,95.0,41.386486,2.160455
muy visitado,Entire home/apt,Ciutat Vella,4.5,4,2.0,96.0,41.387437,2.18107
poco visitado,Entire home/apt,Ciutat Vella,4.0,4,1.0,96.0,41.387848,2.177364
poco visitado,Entire home/apt,Eixample,5.0,8,4.0,96.0,41.396886,2.171969
muy visitado,Entire home/apt,Sants-Montjuïc,4.5,5,2.0,96.0,41.379824,2.132785
muy visitado,Entire home/apt,Ciutat Vella,4.5,2,1.0,102.0,41.384955,2.181033
poco visitado,Entire home/apt,Gràcia,4.5,2,1.0,96.0,41.399985,2.157274
moderado,Entire home/apt,Ciutat Vella,4.5,2,1.0,96.0,41.376779,2.190452
moderado,Entire home/apt,Eixample,4.5,3,1.0,95.0,41.37713400000001,2.149306
poco visitado,Entire home/apt,Ciutat Vella,4.0,2,1.0,84.0,41.380068,2.190753
poco visitado,Entire home/apt,Sant Andreu,3.0,4,2.0,90.0,41.442423,2.201072
poco visitado,Entire home/apt,Eixample,4.5,4,1.0,84.0,41.401901,2.173484
poco visitado,Entire home/apt,Ciutat Vella,4.5,2,0.0,96.0,41.377886,2.168343
poco visitado,Entire home/apt,Eixample,4.5,4,1.0,95.0,41.396456,2.169782
moderado,Entire home/apt,Sant Martí,4.5,4,1.0,96.0,41.393868,2.193687
muy visitado,Entire home/apt,Les Corts,4.5,4,1.0,96.0,41.38456,2.1320900000000003
moderado,Entire home/apt,Sants-Montjuïc,5.0,4,1.0,96.0,41.382533,2.137585
poco visitado,Entire home/apt,Sants-Montjuïc,5.0,4,1.0,96.0,41.381886,2.137319
poco visitado,Entire home/apt,Gràcia,4.0,2,1.0,87.0,41.411147,2.157537
poco visitado,Entire home/apt,Eixample,5.0,4,2.0,96.0,41.379691,2.158325
poco visitado,Entire home/apt,Sants-Montjuïc,4.0,4,1.0,90.0,41.373398,2.141929
moderado,Entire home/apt,Gràcia,4.5,4,1.0,95.0,41.405221,2.153979
moderado,Entire home/apt,Sant Martí,5.0,4,1.0,96.0,41.401152,2.195489
muy visitado,Entire home/apt,Eixample,3.5,2,1.0,89.0,41.385612,2.1558740000000003
poco visitado,Entire home/apt,Sarrià-Sant Gervasi,4.5,3,1.0,95.0,41.395187,2.1426830000000003
poco visitado,Entire home/apt,Eixample,4.5,2,1.0,96.0,41.40157,2.179926
poco visitado,Entire home/apt,Eixample,4.5,2,1.0,96.0,41.402206,2.179779
poco visitado,Entire home/apt,Gràcia,4.5,4,1.0,96.0,41.40655,2.156846
poco visitado,Entire home/apt,Eixample,4.5,2,1.0,96.0,41.401504,2.178795
poco visitado,Entire home/apt,Sants-Montjuïc,4.5,4,0.0,95.0,41.374497,2.167617
poco visitado,Entire home/apt,Gràcia,4.0,3,2.0,95.0,41.403529,2.163205
poco visitado,Entire home/apt,Ciutat Vella,4.5,4,1.0,96.0,41.38834600000001,2.1762740000000003
muy visitado,Entire home/apt,Sarrià-Sant Gervasi,5.0,4,2.0,96.0,41.394306,2.150429
muy visitado,Entire home/apt,Sants-Montjuïc,4.5,4,1.0,102.0,41.374881,2.160684
poco visitado,Entire home/apt,Gràcia,4.5,2,1.0,96.0,41.400492,2.157371
poco visitado,Entire home/apt,Eixample,5.0,2,1.0,96.0,41.402301,2.180378
poco visitado,Entire home/apt,Eixample,4.5,2,1.0,96.0,41.402379,2.180116
poco visitado,Entire home/apt,Gràcia,4.5,2,1.0,96.0,41.401346,2.156246
poco visitado,Entire home/apt,Eixample,4.5,2,1.0,96.0,41.402575,2.180073
poco visitado,Entire home/apt,Eixample,4.5,2,1.0,96.0,41.401251,2.178686
poco visitado,Entire home/apt,Eixample,4.5,2,1.0,96.0,41.402808,2.180495
poco visitado,Entire home/apt,Eixample,4.5,2,1.0,96.0,41.402954,2.179192
poco visitado,Entire home/apt,Sarrià-Sant Gervasi,5.0,2,1.0,84.0,41.398466,2.150154
moderado,Entire home/apt,Gràcia,4.5,9,2.0,84.0,41.400249,2.160172
muy visitado,Entire home/apt,Eixample,5.0,5,2.0,84.0,41.40622000000001,2.170203
poco visitado,Entire home/apt,Gràcia,4.5,2,1.0,96.0,41.401103000000006,2.155751
moderado,Entire home/apt,Ciutat Vella,4.5,2,1.0,90.0,41.382611,2.181223
poco visitado,Entire home/apt,Eixample,4.5,2,2.0,84.0,41.386848,2.154618
muy visitado,Entire home/apt,Ciutat Vella,4.5,4,0.0,95.0,41.38737800000001,2.172145
muy visitado,Entire home/apt,Eixample,4.5,2,0.0,84.0,41.38381500000001,2.159438
muy visitado,Entire home/apt,Sarrià-Sant Gervasi,5.0,3,1.0,96.0,41.400177,2.120613
moderado,Entire home/apt,Ciutat Vella,5.0,4,1.0,102.0,41.391207,2.186648
moderado,Entire home/apt,Sant Martí,5.0,2,0.0,88.0,41.413613,2.183133
moderado,Entire home/apt,Ciutat Vella,4.5,2,1.0,94.0,41.389806,2.177285
poco visitado,Entire home/apt,Sants-Montjuïc,5.0,4,0.0,90.0,41.366781,2.132455
poco visitado,Entire home/apt,Sant Andreu,5.0,4,2.0,96.0,41.424397,2.188536
moderado,Entire home/apt,Sant Martí,4.5,2,2.0,94.0,41.400294,2.197813
poco visitado,Entire home/apt,Ciutat Vella,4.0,2,1.0,99.0,41.379159,2.171579
